"","police","BLM","partyID"
"1459",85,15,7
"1460",89,29,5
"1461",86,3,5
"1462",65,85,1
"1463",83,0,4
"1464",-6,-6,4
"1465",86,71,2
"1466",69,30,5
"1467",99,99,3
"1468",85,90,4
"1469",15,15,6
"1470",99,30,6
"1471",90,0,7
"1472",70,60,4
"1473",85,70,1
"1474",38,16,3
"1475",100,100,2
"1476",85,0,7
"1477",100,0,7
"1478",85,50,7
"1479",100,70,2
"1480",72,35,2
"1481",100,98,1
"1482",85,70,7
"1483",70,30,5
"1484",100,16,7
"1485",30,50,3
"1486",-6,-6,4
"1487",75,90,1
"1488",60,50,6
"1489",-6,-6,1
"1490",51,86,3
"1491",84,1,3
"1492",-6,-6,4
"1493",86,62,7
"1494",100,15,7
"1495",-6,-6,1
"1496",100,0,7
"1497",40,71,1
"1498",100,50,1
"1499",-6,-6,4
"1500",70,85,1
"1501",71,40,3
"1502",100,30,2
"1503",-6,-6,4
"1504",-6,-6,7
"1505",-6,-6,7
"1506",53,50,1
"1507",81,57,2
"1508",-6,-6,1
"1509",85,0,5
"1510",99,1,7
"1511",-6,-6,3
"1512",85,5,6
"1513",15,85,3
"1514",-6,-6,2
"1515",85,15,7
"1516",85,70,1
"1517",85,15,7
"1518",100,0,7
"1519",50,100,1
"1520",70,100,1
"1521",79,76,1
"1522",54,1,2
"1523",85,0,5
"1524",-6,-6,2
"1525",97,51,3
"1526",-6,-6,3
"1527",100,1,7
"1528",85,100,2
"1529",66,73,7
"1530",60,53,3
"1531",100,0,1
"1532",100,10,4
"1533",100,90,2
"1534",34,100,3
"1535",95,71,2
"1536",100,100,1
"1537",50,51,2
"1538",94,60,4
"1539",-7,-7,3
"1540",85,85,7
"1541",100,97,7
"1542",23,100,2
"1543",100,60,6
"1544",51,52,3
"1545",70,0,7
"1546",100,40,7
"1547",98,6,2
"1548",-6,-6,2
"1549",99,29,7
"1550",60,0,2
"1551",-6,-6,2
"1552",50,50,6
"1553",-6,-6,4
"1554",82,33,6
"1555",100,0,6
"1556",15,1,4
"1557",-6,-6,1
"1558",100,48,7
"1559",-6,-6,1
"1560",100,15,7
"1561",70,50,1
"1562",71,50,2
"1563",-6,-6,6
"1564",100,0,6
"1565",40,0,7
"1566",21,35,3
"1567",100,0,6
"1568",40,100,1
"1569",70,50,2
"1570",70,70,3
"1571",85,30,4
"1572",70,50,4
"1573",99,1,4
"1574",85,70,4
"1575",85,40,5
"1576",16,100,2
"1577",70,70,2
"1578",85,0,4
"1579",9,0,7
"1580",71,76,1
"1581",1,100,1
"1582",95,0,7
"1583",-6,-6,7
"1584",60,15,2
"1585",87,50,2
"1586",80,51,5
"1587",-7,-7,1
"1588",-6,-6,6
"1589",70,40,3
"1590",70,60,6
"1591",70,70,1
"1592",100,0,7
"1593",94,0,7
"1594",94,98,1
"1595",30,50,4
"1596",-6,-6,6
"1597",-6,-6,1
"1598",-6,-6,3
"1599",85,50,4
"1600",-6,-6,5
"1601",-6,-6,4
"1602",71,51,-9
"1603",71,44,6
"1604",70,60,2
"1605",100,15,7
"1606",-6,-6,7
"1607",100,100,2
"1608",-6,-6,1
"1609",70,60,4
"1610",70,40,2
"1611",85,60,2
"1612",40,50,2
"1613",50,100,1
"1614",95,0,4
"1615",42,99,1
"1616",85,70,5
"1617",100,40,2
"1618",93,9,3
"1619",69,68,1
"1620",70,50,7
"1621",80,35,1
"1622",100,100,4
"1623",-7,-7,6
"1624",70,87,6
"1625",85,0,5
"1626",85,50,2
"1627",100,85,1
"1628",55,50,7
"1629",70,70,3
"1630",81,0,6
"1631",-6,-6,1
"1632",-7,-7,6
"1633",51,51,4
"1634",-6,-6,1
"1635",60,60,2
"1636",100,100,1
"1637",0,100,2
"1638",50,0,4
"1639",85,40,5
"1640",70,60,2
"1641",100,50,5
"1642",91,51,4
"1643",85,40,6
"1644",81,51,7
"1645",85,15,7
"1646",85,70,3
"1647",70,15,3
"1648",50,61,2
"1649",100,0,7
"1650",-6,-6,7
"1651",85,0,7
"1652",85,0,5
"1653",40,30,5
"1654",84,5,7
"1655",50,15,1
"1656",85,60,3
"1657",-6,-6,1
"1658",85,0,5
"1659",60,50,5
"1660",82,2,7
"1661",70,85,1
"1662",70,50,1
"1663",85,70,2
"1664",61,42,5
"1665",30,100,1
"1666",-6,-6,6
"1667",70,50,6
"1668",100,100,2
"1669",85,50,7
"1670",100,0,7
"1671",85,0,4
"1672",-6,-6,6
"1673",-6,-6,6
"1674",100,50,4
"1675",86,52,4
"1676",85,50,4
"1677",40,55,1
"1678",85,0,7
"1679",85,40,6
"1680",70,0,7
"1681",30,60,2
"1682",85,40,6
"1683",3,100,1
"1684",84,50,6
"1685",61,69,1
"1686",85,70,4
"1687",85,30,5
"1688",71,51,1
"1689",0,85,2
"1690",100,16,4
"1691",100,85,7
"1692",86,51,6
"1693",60,60,1
"1694",88,0,1
"1695",-6,-6,1
"1696",50,100,4
"1697",93,50,1
"1698",-6,-6,6
"1699",85,15,6
"1700",85,89,6
"1701",41,26,4
"1702",85,15,6
"1703",70,15,7
"1704",-6,-6,7
"1705",85,0,7
"1706",100,30,7
"1707",85,15,7
"1708",70,85,3
"1709",85,60,6
"1710",96,100,1
"1711",100,0,7
"1712",60,30,6
"1713",79,42,2
"1714",80,15,6
"1715",86,9,7
"1716",-6,-6,4
"1717",96,30,7
"1718",-6,-6,1
"1719",40,85,3
"1720",100,0,6
"1721",60,70,4
"1722",100,70,2
"1723",50,70,1
"1724",85,100,6
"1725",100,-9,6
"1726",100,15,6
"1727",50,75,3
"1728",41,60,3
"1729",-7,-7,5
"1730",70,60,2
"1731",60,16,4
"1732",93,31,1
"1733",-6,-6,5
"1734",40,50,3
"1735",100,0,6
"1736",100,100,1
"1737",85,50,4
"1738",98,48,1
"1739",90,50,4
"1740",70,15,4
"1741",85,50,4
"1742",79,16,5
"1743",94,17,7
"1744",100,0,7
"1745",40,70,1
"1746",85,85,3
"1747",85,15,7
"1748",-6,-6,7
"1749",85,30,3
"1750",64,40,5
"1751",85,29,6
"1752",-6,-6,4
"1753",-7,-7,5
"1754",100,0,7
"1755",60,52,6
"1756",85,0,5
"1757",78,50,5
"1758",71,15,6
"1759",100,0,5
"1760",100,100,1
"1761",-7,-7,4
"1762",48,5,5
"1763",30,50,3
"1764",-7,-7,7
"1765",85,15,7
"1766",61,21,6
"1767",-6,-6,7
"1768",58,40,2
"1769",100,0,2
"1770",100,0,7
"1771",-7,-7,2
"1772",94,95,1
"1773",99,0,7
"1774",84,31,1
"1775",85,30,5
"1776",-6,-6,1
"1777",-6,-6,2
"1778",16,84,1
"1779",-6,-6,-9
"1780",50,15,2
"1781",68,12,2
"1782",-6,-6,1
"1783",-6,-6,1
"1784",100,40,7
"1785",100,70,1
"1786",71,86,4
"1787",61,86,2
"1788",100,100,2
"1789",78,80,4
"1790",60,40,1
"1791",98,0,7
"1792",79,30,3
"1793",50,40,4
"1794",40,100,1
"1795",83,0,5
"1796",70,100,3
"1797",83,30,5
"1798",55,50,2
"1799",50,0,4
"1800",100,0,5
"1801",70,50,1
"1802",86,-9,6
"1803",40,32,4
"1804",100,41,6
"1805",85,100,1
"1806",100,100,3
"1807",98,100,3
"1808",-6,-6,5
"1809",81,5,7
"1810",100,0,5
"1811",61,97,3
"1812",70,40,6
"1813",50,50,3
"1814",-7,-7,2
"1815",100,50,1
"1816",98,27,7
"1817",40,90,1
"1818",85,0,7
"1819",60,41,6
"1820",86,61,7
"1821",60,60,4
"1822",70,100,2
"1823",85,85,1
"1824",25,100,1
"1825",100,39,7
"1826",85,60,4
"1827",85,15,6
"1828",99,1,7
"1829",100,85,5
"1830",85,50,6
"1831",39,5,5
"1832",85,100,1
"1833",39,60,3
"1834",99,0,2
"1835",50,50,2
"1836",71,41,1
"1837",-6,-6,1
"1838",100,0,7
"1839",97,5,1
"1840",70,100,6
"1841",85,60,1
"1842",100,0,5
"1843",100,0,7
"1844",0,55,2
"1845",85,100,4
"1846",-6,-6,4
"1847",85,0,6
"1848",60,40,3
"1849",85,70,4
"1850",85,50,2
"1851",-7,-7,6
"1852",-7,-7,3
"1853",-6,-6,4
"1854",60,60,4
"1855",95,70,2
"1856",100,0,7
"1857",50,50,4
"1858",95,14,6
"1859",42,50,1
"1860",-6,-6,4
"1861",-6,-6,2
"1862",-7,-7,1
"1863",87,15,6
"1864",-6,-6,1
"1865",70,35,3
"1866",85,60,7
"1867",60,30,6
"1868",40,70,3
"1869",86,17,5
"1870",-6,-6,3
"1871",86,52,4
"1872",66,85,3
"1873",85,15,5
"1874",85,100,1
"1875",0,0,3
"1876",-6,-6,7
"1877",-6,-6,1
"1878",100,3,6
"1879",100,30,7
"1880",79,15,7
"1881",86,41,7
"1882",70,50,6
"1883",-6,-6,2
"1884",70,85,2
"1885",-9,-9,-9
"1886",-6,-6,7
"1887",-6,-6,2
"1888",69,81,3
"1889",70,50,7
"1890",85,40,1
"1891",30,60,7
"1892",80,50,4
"1893",39,73,2
"1894",100,0,7
"1895",55,0,4
"1896",100,0,7
"1897",97,12,7
"1898",-6,-6,4
"1899",0,70,1
"1900",85,1,6
"1901",85,0,7
"1902",70,70,6
"1903",70,61,1
"1904",50,70,1
"1905",85,70,7
"1906",69,40,2
"1907",85,0,7
"1908",100,15,5
"1909",40,85,1
"1910",16,71,1
"1911",60,85,1
"1912",100,85,6
"1913",-6,-6,1
"1914",60,84,1
"1915",61,100,1
"1916",85,100,1
"1917",100,85,1
"1918",70,0,4
"1919",-9,-9,4
"1920",50,40,3
"1921",85,100,2
"1922",-7,-7,1
"1923",60,50,2
"1924",-6,-6,1
"1925",85,59,5
"1926",70,44,7
"1927",75,75,1
"1928",50,70,2
"1929",-6,-6,5
"1930",100,40,3
"1931",85,15,7
"1932",56,95,1
"1933",85,50,4
"1934",-6,-6,3
"1935",70,70,3
"1936",99,0,6
"1937",70,60,4
"1938",100,2,7
"1939",60,70,5
"1940",99,1,4
"1941",78,30,6
"1942",-6,-6,4
"1943",55,15,1
"1944",50,50,4
"1945",-7,-7,7
"1946",16,50,4
"1947",-6,-6,6
"1948",70,7,7
"1949",60,100,1
"1950",-6,-6,7
"1951",83,80,2
"1952",-7,-7,3
"1953",53,50,4
"1954",95,32,5
"1955",-6,-6,4
"1956",88,31,6
"1957",100,100,4
"1958",100,0,6
"1959",70,50,4
"1960",-6,-6,7
"1961",78,70,1
"1962",72,90,2
"1963",85,15,1
"1964",-6,-6,4
"1965",-6,-6,2
"1966",85,0,7
"1967",84,30,2
"1968",99,32,6
"1969",4,91,1
"1970",100,40,2
"1971",3,97,1
"1972",62,100,1
"1973",-7,-7,7
"1974",41,71,1
"1975",30,85,2
"1976",-7,-7,2
"1977",85,85,1
"1978",-7,-7,5
"1979",100,40,5
"1980",-6,-6,6
"1981",85,51,3
"1982",60,60,7
"1983",50,50,4
"1984",-6,-6,3
"1985",40,87,1
"1986",-6,-6,2
"1987",-6,-6,5
"1988",1,50,2
"1989",-6,-6,7
"1990",-6,-6,6
"1991",70,70,4
"1992",95,50,7
"1993",1,4,4
"1994",70,2,6
"1995",40,100,1
"1996",85,0,6
"1997",75,10,6
"1998",100,40,5
"1999",60,100,2
"2000",100,50,7
"2001",0,100,4
"2002",100,0,7
"2003",70,61,2
"2004",42,51,6
"2005",60,70,1
"2006",98,30,6
"2007",58,64,1
"2008",31,98,1
"2009",-6,-6,5
"2010",85,0,7
"2011",85,0,7
"2012",-6,-6,4
"2013",99,1,7
"2014",70,60,6
"2015",-6,-6,7
"2016",100,1,7
"2017",30,85,2
"2018",-6,-6,6
"2019",100,40,4
"2020",100,60,4
"2021",86,52,7
"2022",100,100,1
"2023",70,0,4
"2024",75,90,1
"2025",85,70,3
"2026",50,95,1
"2027",71,70,1
"2028",100,100,7
"2029",85,30,7
"2030",100,55,7
"2031",100,1,7
"2032",85,30,7
"2033",-6,-6,6
"2034",100,54,6
"2035",-6,-6,6
"2036",70,15,2
"2037",100,60,6
"2038",90,20,7
"2039",-6,-6,3
"2040",85,30,1
"2041",72,6,6
"2042",60,85,1
"2043",2,100,2
"2044",40,80,3
"2045",69,0,7
"2046",100,39,3
"2047",85,0,6
"2048",70,50,3
"2049",66,56,1
"2050",61,50,5
"2051",50,70,2
"2052",85,85,1
"2053",71,61,1
"2054",85,70,2
"2055",28,0,5
"2056",-6,-6,7
"2057",70,0,4
"2058",70,60,1
"2059",-6,-6,7
"2060",-7,-7,4
"2061",50,0,7
"2062",15,70,3
"2063",90,30,5
"2064",100,60,5
"2065",15,70,4
"2066",43,100,3
"2067",85,100,3
"2068",100,60,7
"2069",100,9,4
"2070",-6,-6,1
"2071",69,62,5
"2072",89,14,5
"2073",70,50,7
"2074",76,70,3
"2075",83,71,3
"2076",100,0,7
"2077",40,40,1
"2078",100,0,7
"2079",-6,-6,2
"2080",60,70,1
"2081",100,0,7
"2082",70,0,5
"2083",83,50,1
"2084",40,0,5
"2085",100,0,7
"2086",-6,-6,1
"2087",90,72,7
"2088",85,0,5
"2089",-6,-6,7
"2090",85,0,7
"2091",71,2,2
"2092",84,100,2
"2093",81,20,5
"2094",70,50,4
"2095",70,85,1
"2096",40,40,3
"2097",98,60,1
"2098",85,-9,-9
"2099",100,85,3
"2100",98,21,7
"2101",85,60,3
"2102",92,58,4
"2103",-7,-7,7
"2104",50,100,1
"2105",85,4,7
"2106",43,41,4
"2107",-6,-6,3
"2108",4,8,4
"2109",100,0,7
"2110",100,0,7
"2111",85,41,4
"2112",100,0,4
"2113",100,87,6
"2114",87,0,2
"2115",100,3,7
"2116",-7,-7,1
"2117",100,0,7
"2118",70,70,1
"2119",50,50,4
"2120",100,0,7
"2121",91,0,7
"2122",-6,-6,4
"2123",85,0,7
"2124",85,0,6
"2125",98,44,6
"2126",-6,-6,4
"2127",91,72,1
"2128",85,40,3
"2129",85,70,1
"2130",-6,-6,7
"2131",90,15,7
"2132",60,40,2
"2133",85,1,7
"2134",88,44,1
"2135",99,25,6
"2136",50,100,1
"2137",70,50,2
"2138",-6,-6,2
"2139",90,0,5
"2140",100,30,6
"2141",16,60,1
"2142",50,0,3
"2143",85,0,7
"2144",-6,-6,2
"2145",86,17,7
"2146",95,60,3
"2147",100,60,7
"2148",85,60,2
"2149",100,70,3
"2150",42,52,-9
"2151",85,40,4
"2152",-6,-6,6
"2153",70,65,1
"2154",70,85,1
"2155",100,50,6
"2156",60,79,3
"2157",-6,-6,1
"2158",30,40,4
"2159",96,2,6
"2160",0,100,4
"2161",40,100,4
"2162",100,15,5
"2163",71,15,5
"2164",22,36,5
"2165",35,100,3
"2166",89,0,6
"2167",-6,-6,6
"2168",50,0,7
"2169",60,60,3
"2170",70,60,4
"2171",40,45,2
"2172",40,100,1
"2173",70,70,2
"2174",99,16,6
"2175",85,50,1
"2176",70,100,1
"2177",85,100,4
"2178",74,78,1
"2179",70,85,1
"2180",60,40,1
"2181",90,0,7
"2182",84,50,7
"2183",-6,-6,6
"2184",51,55,3
"2185",99,0,7
"2186",-6,-6,4
"2187",85,0,7
"2188",80,40,6
"2189",-6,-6,1
"2190",60,100,1
"2191",97,50,4
"2192",78,54,2
"2193",98,1,7
"2194",98,50,1
"2195",50,70,5
"2196",-6,-6,4
"2197",-6,-6,7
"2198",-6,-6,2
"2199",85,15,6
"2200",100,50,4
"2201",49,49,3
"2202",85,50,4
"2203",-6,-6,2
"2204",100,30,6
"2205",-6,-6,2
"2206",-6,-6,2
"2207",41,0,6
"2208",-6,-6,1
"2209",-6,-6,1
"2210",-6,-6,5
"2211",97,2,5
"2212",86,31,2
"2213",-6,-6,2
"2214",100,0,5
"2215",60,40,1
"2216",60,50,3
"2217",30,0,4
"2218",70,70,4
"2219",-6,-6,4
"2220",-7,-7,7
"2221",85,0,6
"2222",80,80,1
"2223",65,40,6
"2224",100,100,1
"2225",60,96,1
"2226",85,0,4
"2227",15,85,2
"2228",100,60,4
"2229",60,85,1
"2230",50,50,1
"2231",85,30,1
"2232",69,68,1
"2233",98,85,1
"2234",73,6,3
"2235",60,30,5
"2236",60,65,2
"2237",60,85,1
"2238",85,57,4
"2239",80,50,7
"2240",85,50,4
"2241",-6,-6,5
"2242",100,15,4
"2243",40,30,3
"2244",-6,-6,5
"2245",71,59,1
"2246",77,16,2
"2247",40,100,2
"2248",95,5,5
"2249",80,40,6
"2250",69,50,4
"2251",50,61,1
"2252",100,50,5
"2253",15,40,2
"2254",85,0,5
"2255",69,98,1
"2256",85,0,7
"2257",15,-9,4
"2258",70,15,5
"2259",85,15,5
"2260",41,87,1
"2261",100,0,7
"2262",85,50,2
"2263",-7,-7,3
"2264",78,59,6
"2265",50,100,4
"2266",100,0,7
"2267",70,70,1
"2268",100,85,1
"2269",60,0,5
"2270",40,0,4
"2271",90,56,4
"2272",76,59,4
"2273",60,70,5
"2274",40,100,2
"2275",85,30,1
"2276",51,70,1
"2277",100,15,7
"2278",43,100,7
"2279",-6,-6,2
"2280",80,70,1
"2281",-7,-7,3
"2282",40,57,2
"2283",70,50,2
"2284",88,16,5
"2285",70,85,1
"2286",86,0,4
"2287",60,100,2
"2288",75,98,3
"2289",85,15,7
"2290",46,3,5
"2291",85,0,7
"2292",71,51,2
"2293",85,50,7
"2294",55,100,3
"2295",70,60,3
"2296",-6,-6,2
"2297",75,75,1
"2298",95,50,2
"2299",70,15,5
"2300",72,44,2
"2301",90,72,5
"2302",-6,-6,4
"2303",31,85,3
"2304",100,0,7
"2305",46,65,4
"2306",-6,-6,1
"2307",85,0,7
"2308",90,40,2
"2309",-6,-6,7
"2310",100,85,5
"2311",70,70,1
"2312",70,60,2
"2313",85,85,1
"2314",70,-9,7
"2315",-7,-7,2
"2316",-6,-6,4
"2317",-7,-7,7
"2318",-7,-7,1
"2319",100,2,7
"2320",70,66,4
"2321",92,0,5
"2322",100,60,3
"2323",60,60,1
"2324",82,80,3
"2325",92,2,7
"2326",86,9,4
"2327",100,0,2
"2328",90,70,1
"2329",70,85,2
"2330",93,68,1
"2331",70,60,2
"2332",75,15,1
"2333",72,50,7
"2334",100,70,1
"2335",85,60,2
"2336",-6,-6,5
"2337",70,50,6
"2338",85,50,6
"2339",70,70,3
"2340",90,50,6
"2341",100,0,7
"2342",80,30,3
"2343",-9,-9,4
"2344",-7,-7,1
"2345",40,100,1
"2346",-6,-6,4
"2347",85,0,7
"2348",100,49,1
"2349",70,50,3
"2350",85,0,5
"2351",84,48,4
"2352",-6,-6,4
"2353",73,72,1
"2354",0,100,1
"2355",84,70,2
"2356",100,0,7
"2357",-6,-6,7
"2358",95,0,5
"2359",70,50,4
"2360",70,70,2
"2361",50,0,7
"2362",61,41,5
"2363",73,52,7
"2364",86,1,7
"2365",40,70,1
"2366",-6,-6,4
"2367",-6,-6,5
"2368",60,70,6
"2369",69,59,3
"2370",-7,-7,2
"2371",60,60,4
"2372",-7,-7,1
"2373",70,100,1
"2374",40,30,2
"2375",100,59,5
"2376",60,15,4
"2377",-6,-6,3
"2378",-6,-6,2
"2379",-6,-6,7
"2380",70,50,4
"2381",85,100,2
"2382",-6,-6,6
"2383",69,71,3
"2384",2,99,7
"2385",96,17,5
"2386",50,50,4
"2387",40,60,1
"2388",87,51,1
"2389",50,95,1
"2390",60,85,2
"2391",60,85,1
"2392",70,40,4
"2393",84,33,2
"2394",85,15,3
"2395",86,50,6
"2396",100,40,1
"2397",86,100,2
"2398",84,40,7
"2399",85,15,7
"2400",-6,-6,3
"2401",70,85,1
"2402",73,40,1
"2403",70,100,1
"2404",70,40,6
"2405",70,50,3
"2406",73,0,4
"2407",70,70,2
"2408",40,100,1
"2409",74,45,1
"2410",100,15,6
"2411",-7,-7,6
"2412",71,59,6
"2413",85,70,5
"2414",84,73,2
"2415",89,65,5
"2416",85,85,1
"2417",85,40,7
"2418",98,6,6
"2419",0,100,1
"2420",84,100,2
"2421",70,70,4
"2422",99,1,4
"2423",50,60,1
"2424",86,41,7
"2425",-6,-6,7
"2426",82,16,6
"2427",69,50,1
"2428",81,99,2
"2429",70,40,4
"2430",90,0,6
"2431",85,-9,2
"2432",100,50,5
"2433",60,50,1
"2434",40,40,1
"2435",100,100,3
"2436",99,0,3
"2437",100,70,2
"2438",90,0,5
"2439",83,99,1
"2440",75,20,3
"2441",60,50,3
"2442",100,60,2
"2443",-7,-7,5
"2444",90,10,3
"2445",70,99,1
"2446",70,90,2
"2447",-6,-6,5
"2448",100,0,4
"2449",70,16,6
"2450",87,22,7
"2451",-6,-6,1
"2452",3,84,2
"2453",94,100,1
"2454",85,85,1
"2455",85,30,6
"2456",100,15,7
"2457",96,87,1
"2458",75,3,4
"2459",2,98,1
"2460",85,60,2
"2461",100,0,7
"2462",-6,-6,5
"2463",-6,-6,5
"2464",-6,-6,4
"2465",-9,-9,-9
"2466",60,60,4
"2467",-6,-6,2
"2468",85,40,6
"2469",85,60,1
"2470",82,49,5
"2471",100,0,7
"2472",50,85,1
"2473",50,15,6
"2474",40,30,6
"2475",100,100,4
"2476",85,50,6
"2477",-6,-6,5
"2478",87,40,4
"2479",97,47,5
"2480",85,60,1
"2481",100,85,2
"2482",85,0,7
"2483",73,76,3
"2484",-6,-6,7
"2485",68,45,4
"2486",100,40,2
"2487",85,0,7
"2488",-6,-6,4
"2489",85,100,3
"2490",86,57,7
"2491",40,78,2
"2492",100,50,1
"2493",85,30,4
"2494",40,60,2
"2495",94,0,7
"2496",40,50,4
"2497",66,100,2
"2498",100,0,5
"2499",100,60,6
"2500",-6,-6,2
"2501",98,2,7
"2502",86,72,1
"2503",85,37,1
"2504",-6,-6,4
"2505",85,60,1
"2506",72,81,1
"2507",90,0,4
"2508",79,18,2
"2509",85,85,3
"2510",100,15,6
"2511",50,60,3
"2512",69,2,5
"2513",41,85,1
"2514",-6,-6,1
"2515",70,50,4
"2516",17,40,3
"2517",70,60,3
"2518",-6,-6,5
"2519",-6,-6,4
"2520",98,62,2
"2521",100,0,6
"2522",85,50,1
"2523",50,0,4
"2524",60,75,1
"2525",90,0,5
"2526",50,61,1
"2527",-6,-6,1
"2528",100,85,6
"2529",-6,-6,3
"2530",99,100,1
"2531",80,50,5
"2532",100,40,1
"2533",83,15,5
"2534",85,86,7
"2535",66,5,6
"2536",85,100,1
"2537",60,85,1
"2538",40,100,1
"2539",85,60,2
"2540",73,4,2
"2541",70,50,4
"2542",85,50,7
"2543",77,100,1
"2544",85,85,1
"2545",85,87,3
"2546",85,0,7
"2547",100,51,6
"2548",85,71,2
"2549",-6,-6,4
"2550",99,61,6
"2551",89,100,7
"2552",100,0,6
"2553",61,98,4
"2554",52,41,1
"2555",80,94,1
"2556",60,60,4
"2557",50,50,2
"2558",70,40,3
"2559",92,51,4
"2560",76,67,1
"2561",9,100,6
"2562",99,31,7
"2563",-7,-7,2
"2564",70,60,1
"2565",40,70,1
"2566",10,40,2
"2567",75,40,3
"2568",84,59,4
"2569",-6,-6,2
"2570",40,70,1
"2571",93,32,7
"2572",100,40,7
"2573",60,16,7
"2574",60,50,4
"2575",85,60,3
"2576",-7,-7,6
"2577",80,40,6
"2578",70,100,1
"2579",85,77,2
"2580",85,50,3
"2581",100,50,7
"2582",85,0,5
"2583",90,0,5
"2584",100,40,3
"2585",99,92,1
"2586",70,50,1
"2587",99,50,1
"2588",85,70,1
"2589",-6,-6,1
"2590",-6,-6,2
"2591",-6,-6,3
"2592",91,9,7
"2593",85,1,6
"2594",100,73,4
"2595",100,0,3
"2596",100,0,7
"2597",40,70,3
"2598",40,100,1
"2599",100,100,3
"2600",100,10,1
"2601",85,85,4
"2602",98,2,6
"2603",94,1,7
"2604",40,100,1
"2605",69,95,1
"2606",50,70,2
"2607",-6,-6,4
"2608",61,59,3
"2609",85,0,6
"2610",100,0,6
"2611",81,19,7
"2612",100,15,5
"2613",70,70,2
"2614",50,50,3
"2615",60,40,5
"2616",31,51,4
"2617",70,52,5
"2618",100,0,2
"2619",60,60,1
"2620",90,85,2
"2621",70,40,3
"2622",60,50,6
"2623",-7,-7,3
"2624",83,16,5
"2625",92,91,7
"2626",100,50,1
"2627",85,15,6
"2628",52,32,7
"2629",15,85,1
"2630",85,60,5
"2631",60,0,7
"2632",54,55,1
"2633",51,52,4
"2634",-6,-6,3
"2635",95,50,3
"2636",40,85,4
"2637",50,50,5
"2638",95,35,7
"2639",70,15,4
"2640",-7,-7,5
"2641",60,50,6
"2642",98,70,6
"2643",15,100,1
"2644",87,0,5
"2645",69,67,2
"2646",85,50,6
"2647",88,86,1
"2648",100,0,2
"2649",99,22,3
"2650",-7,-7,6
"2651",85,40,2
"2652",70,70,1
"2653",85,50,3
"2654",70,0,2
"2655",85,50,3
"2656",96,99,4
"2657",40,30,7
"2658",85,0,2
"2659",77,41,3
"2660",38,83,1
"2661",100,70,5
"2662",100,0,4
"2663",50,100,2
"2664",70,70,1
"2665",70,15,6
"2666",70,85,1
"2667",42,52,3
"2668",100,30,4
"2669",82,100,1
"2670",60,57,3
"2671",81,3,4
"2672",85,40,4
"2673",96,99,5
"2674",85,0,7
"2675",-6,-6,5
"2676",100,17,7
"2677",50,0,6
"2678",94,63,1
"2679",100,1,5
"2680",80,60,3
"2681",15,-9,1
"2682",-7,-7,1
"2683",84,18,2
"2684",100,0,2
"2685",70,100,1
"2686",99,51,5
"2687",90,52,7
"2688",100,0,7
"2689",85,70,6
"2690",-6,-6,7
"2691",21,50,4
"2692",40,90,1
"2693",100,0,7
"2694",85,0,5
"2695",84,19,2
"2696",60,30,6
"2697",85,30,6
"2698",17,88,4
"2699",97,0,7
"2700",-6,-6,2
"2701",50,3,1
"2702",93,45,7
"2703",30,70,1
"2704",85,85,2
"2705",96,1,5
"2706",-6,-6,5
"2707",-6,-6,1
"2708",80,30,4
"2709",70,51,1
"2710",100,30,2
"2711",-6,-6,4
"2712",82,73,2
"2713",-6,-6,3
"2714",71,71,1
"2715",60,97,2
"2716",60,0,6
"2717",50,51,4
"2718",100,43,1
"2719",85,30,3
"2720",-6,-6,2
"2721",40,40,4
"2722",-6,-6,4
"2723",75,10,7
"2724",65,40,1
"2725",70,60,2
"2726",-6,-6,1
"2727",70,40,7
"2728",40,16,7
"2729",85,0,5
"2730",94,17,4
"2731",62,69,1
"2732",100,100,1
"2733",90,80,1
"2734",60,84,3
"2735",70,15,2
"2736",80,80,3
"2737",85,90,1
"2738",60,58,1
"2739",100,50,7
"2740",0,85,4
"2741",85,60,3
"2742",85,15,6
"2743",-6,-6,7
"2744",85,90,1
"2745",-6,-6,5
"2746",70,30,4
"2747",100,85,6
"2748",86,66,3
"2749",-6,-6,4
"2750",90,15,7
"2751",64,45,6
"2752",100,1,5
"2753",91,40,7
"2754",-6,-6,1
"2755",-6,-6,4
"2756",-6,-6,1
"2757",85,0,6
"2758",100,50,6
"2759",97,34,7
"2760",60,100,2
"2761",70,15,5
"2762",56,40,5
"2763",51,84,5
"2764",-6,-6,6
"2765",44,37,1
"2766",-6,-6,3
"2767",-6,-6,7
"2768",85,0,6
"2769",85,60,1
"2770",90,-9,2
"2771",100,0,7
"2772",88,44,5
"2773",70,50,5
"2774",85,86,1
"2775",60,100,2
"2776",71,84,1
"2777",30,0,3
"2778",100,0,6
"2779",30,50,3
"2780",-9,-9,1
"2781",48,41,5
"2782",-7,-7,4
"2783",100,0,7
"2784",85,100,1
"2785",85,85,2
"2786",18,70,3
"2787",50,64,3
"2788",86,2,5
"2789",99,31,7
"2790",80,30,5
"2791",50,50,4
"2792",-6,-6,6
"2793",41,71,2
"2794",70,40,4
"2795",77,98,1
"2796",-6,-6,3
"2797",85,30,3
"2798",-6,-6,1
"2799",100,0,7
"2800",85,30,3
"2801",100,51,6
"2802",-6,-6,6
"2803",100,85,6
"2804",88,17,6
"2805",-7,-7,2
"2806",70,85,4
"2807",60,15,5
"2808",70,40,5
"2809",100,30,6
